# OpenSignals Text File Format. Version 1
# {"98:D3:B1:FD:3D:A9": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:B1:FD:3D:A9", "device connection": "BTH98:D3:B1:FD:3D:A9", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-4-14", "time": "12:4:56.570", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	510	
1	0	0	0	0	508	
2	0	0	0	0	498	
3	0	0	0	0	484	
4	0	0	0	0	474	
5	0	0	0	0	470	
6	0	0	0	0	461	
7	0	0	0	0	453	
8	0	0	0	0	453	
9	0	0	0	0	456	
10	0	0	0	0	465	
11	0	0	0	0	477	
12	0	0	0	0	483	
13	0	0	0	0	488	
14	0	0	0	0	497	
15	0	0	0	0	510	
0	0	0	0	0	519	
1	0	0	0	0	518	
2	0	0	0	0	510	
3	0	0	0	0	504	
4	0	0	0	0	495	
5	0	0	0	0	477	
6	0	0	0	0	465	
7	0	0	0	0	460	
8	0	0	0	0	456	
9	0	0	0	0	459	
10	0	0	0	0	460	
11	0	0	0	0	466	
12	0	0	0	0	472	
13	0	0	0	0	482	
14	0	0	0	0	491	
15	0	0	0	0	496	
0	0	0	0	0	501	
1	0	0	0	0	504	
2	0	0	0	0	510	
3	0	0	0	0	515	
4	0	0	0	0	512	
5	0	0	0	0	503	
6	0	0	0	0	491	
7	0	0	0	0	477	
8	0	0	0	0	463	
9	0	0	0	0	457	
10	0	0	0	0	456	
11	0	0	0	0	456	
12	0	0	0	0	460	
13	0	0	0	0	466	
14	0	0	0	0	474	
15	0	0	0	0	485	
0	0	0	0	0	501	
1	0	0	0	0	508	
2	0	0	0	0	507	
3	0	0	0	0	507	
4	0	0	0	0	508	
5	0	0	0	0	505	
6	0	0	0	0	501	
7	0	0	0	0	494	
8	0	0	0	0	487	
9	0	0	0	0	484	
10	0	0	0	0	486	
11	0	0	0	0	487	
12	0	0	0	0	497	
13	0	0	0	0	504	
14	0	0	0	0	503	
15	0	0	0	0	502	
0	0	0	0	0	505	
1	0	0	0	0	512	
2	0	0	0	0	515	
3	0	0	0	0	516	
4	0	0	0	0	518	
5	0	0	0	0	515	
6	0	0	0	0	510	
7	0	0	0	0	504	
8	0	0	0	0	496	
9	0	0	0	0	490	
10	0	0	0	0	485	
11	0	0	0	0	489	
12	0	0	0	0	491	
13	0	0	0	0	493	
14	0	0	0	0	491	
15	0	0	0	0	485	
0	0	0	0	0	488	
1	0	0	0	0	497	
2	0	0	0	0	512	
3	0	0	0	0	520	
4	0	0	0	0	517	
5	0	0	0	0	512	
6	0	0	0	0	506	
7	0	0	0	0	507	
8	0	0	0	0	509	
9	0	0	0	0	505	
10	0	0	0	0	497	
11	0	0	0	0	490	
12	0	0	0	0	480	
13	0	0	0	0	474	
14	0	0	0	0	476	
15	0	0	0	0	478	
0	0	0	0	0	486	
1	0	0	0	0	502	
2	0	0	0	0	516	
3	0	0	0	0	522	
4	0	0	0	0	524	
5	0	0	0	0	519	
6	0	0	0	0	510	
7	0	0	0	0	498	
8	0	0	0	0	492	
9	0	0	0	0	491	
10	0	0	0	0	496	
11	0	0	0	0	493	
12	0	0	0	0	489	
13	0	0	0	0	494	
14	0	0	0	0	494	
15	0	0	0	0	487	
0	0	0	0	0	488	
1	0	0	0	0	497	
2	0	0	0	0	511	
3	0	0	0	0	525	
4	0	0	0	0	530	
5	0	0	0	0	529	
6	0	0	0	0	527	
7	0	0	0	0	524	
8	0	0	0	0	519	
9	0	0	0	0	505	
10	0	0	0	0	492	
11	0	0	0	0	483	
12	0	0	0	0	472	
13	0	0	0	0	469	
14	0	0	0	0	479	
15	0	0	0	0	486	
0	0	0	0	0	492	
1	0	0	0	0	495	
2	0	0	0	0	503	
3	0	0	0	0	513	
4	0	0	0	0	521	
5	0	0	0	0	527	
6	0	0	0	0	528	
7	0	0	0	0	528	
8	0	0	0	0	528	
9	0	0	0	0	523	
10	0	0	0	0	513	
11	0	0	0	0	502	
12	0	0	0	0	491	
13	0	0	0	0	491	
14	0	0	0	0	491	
15	0	0	0	0	489	
0	0	0	0	0	490	
1	0	0	0	0	497	
2	0	0	0	0	513	
3	0	0	0	0	530	
4	0	0	0	0	538	
5	0	0	0	0	537	
6	0	0	0	0	534	
7	0	0	0	0	534	
8	0	0	0	0	534	
